x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,timestamp,label
-7.150651454925537,-3.6272199153900146,-5.871089458465576,-0.002672456670552492,-0.012064233422279358,0.04734066128730774,1657542221858,SEATED
-7.141079902648926,-3.6008989810943604,-5.8734822273254395,-0.004504998680204153,-0.010231691412627697,0.04734066128730774,1657542221866,SEATED
-7.131508827209473,-3.5865421295166016,-5.861518383026123,-0.002672456670552492,-0.009009997360408306,0.04611896723508835,1657542221875,SEATED
-7.1386871337890625,-3.588934898376465,-5.844768524169922,0.0009926267666742206,-0.008399149402976036,0.04367557913064957,1657542221886,SEATED
-7.143472671508789,-3.596113443374634,-5.849554061889648,0.007101099472492933,-0.007177455350756645,0.04184303805232048,1657542221896,SEATED
-7.1626152992248535,-3.6248271465301514,-5.880660533905029,0.011987877078354359,-0.0065666078589856625,0.0393996499478817,1657542221905,SEATED
-7.155436992645264,-3.636791229248047,-5.899803161621094,0.013209572061896324,-0.008399149402976036,0.037567105144262314,1657542221915,SEATED
-7.157829761505127,-3.670290946960449,-5.916553020477295,0.011377030052244663,-0.010231691412627697,0.03695625811815262,1657542221925,SEATED
-7.143472671508789,-3.6798620223999023,-5.933302879333496,0.007101099472492933,-0.011453386396169662,0.03817795217037201,1657542221935,SEATED
-7.129116058349609,-3.6655051708221436,-5.942873954772949,-0.00022906772210262716,-0.011453386396169662,0.040010496973991394,1657542221944,SEATED
-7.129116058349609,-3.667897939682007,-5.935695648193359,-0.006948387715965509,-0.010842538438737392,0.04184303805232048,1657542221955,SEATED
-7.143472671508789,-3.6415770053863525,-5.892624855041504,-0.011835165321826935,-0.010231691412627697,0.04306473210453987,1657542221964,SEATED
-7.155436992645264,-3.622434377670288,-5.859125137329102,-0.01122431829571724,-0.008399149402976036,0.04306473210453987,1657542221974,SEATED
-7.169794082641602,-3.6104702949523926,-5.851946830749512,-0.008780929259955883,-0.005955760832875967,0.04306473210453987,1657542221984,SEATED
-7.1530442237854,-3.5793635845184326,-5.851946830749512,-0.0051158457063138485,-0.005344913341104984,0.04367557913064957,1657542221992,SEATED
-7.1626152992248535,-3.567399501800537,-5.859125137329102,-0.0008399150101467967,-0.007177455350756645,0.04306473210453987,1657542222001,SEATED
-7.16022253036499,-3.5865421295166016,-5.859125137329102,0.0034360159188508987,-0.009620844386518002,0.04184303805232048,1657542222013,SEATED
-7.1626152992248535,-3.598506212234497,-5.8734822273254395,0.0064902519807219505,-0.012675080448389053,0.040010496973991394,1657542222021,SEATED
-7.148258686065674,-3.636791229248047,-5.883053779602051,0.007711946498602629,-0.012675080448389053,0.038788799196481705,1657542222031,SEATED
-7.1386871337890625,-3.6487553119659424,-5.916553020477295,0.007101099472492933,-0.010842538438737392,0.038788799196481705,1657542222041,SEATED
-7.131508827209473,-3.6487553119659424,-5.916553020477295,0.004657710436731577,-0.009620844386518002,0.0393996499478817,1657542222051,SEATED
-7.157829761505127,-3.6343984603881836,-5.902195930480957,0.00038177953683771193,-0.009620844386518002,0.04062134400010109,1657542222060,SEATED
-7.188936710357666,-3.620041608810425,-5.878267765045166,-0.002061609411612153,-0.009620844386518002,0.04184303805232048,1657542222071,SEATED
-7.198507785797119,-3.598506212234497,-5.842375755310059,-0.0032833039294928312,-0.009620844386518002,0.04184303805232048,1657542222080,SEATED
-7.176972389221191,-3.5769708156585693,-5.816054344177246,-0.002672456670552492,-0.009620844386518002,0.038788799196481705,1657542222091,SEATED
-7.191329479217529,-3.620041608810425,-5.828018665313721,-0.0014507622690871358,-0.009009997360408306,0.03573456406593323,1657542222101,SEATED
-7.181757926940918,-3.6511483192443848,-5.8112688064575195,-0.0014507622690871358,-0.004734066314995289,0.03390202298760414,1657542222109,SEATED
-7.191329479217529,-3.691826343536377,-5.8112688064575195,-0.002061609411612153,0.001985253533348441,0.03695625811815262,1657542222120,SEATED
-7.186543941497803,-3.7061831951141357,-5.842375755310059,-0.0014507622690871358,0.011147962883114815,0.046729814261198044,1657542222129,SEATED
-7.157829761505127,-3.6822550296783447,-5.871089458465576,-0.002672456670552492,0.01847812905907631,0.057114217430353165,1657542222139,SEATED
-7.131508827209473,-3.6559338569641113,-5.892624855041504,-0.0038941511884331703,0.020310672000050545,0.06444438546895981,1657542222149,SEATED
-7.124330520629883,-3.6272199153900146,-5.909374713897705,-0.006337540224194527,0.019088976085186005,0.0662769302725792,1657542222160,SEATED
-7.136294364929199,-3.6343984603881836,-5.906981945037842,-0.010613471269607544,0.016034740954637527,0.06688777357339859,1657542222167,SEATED
-7.129116058349609,-3.643969774246216,-5.909374713897705,-0.012446013279259205,0.00992626789957285,0.06994201242923737,1657542222178,SEATED
-7.1147589683532715,-3.6631124019622803,-5.916553020477295,-0.0130568603053689,0.007482878863811493,0.07605048269033432,1657542222188,SEATED
-7.076473712921143,-3.670290946960449,-5.938088417053223,-0.0130568603053689,0.010537114925682545,0.08215895295143127,1657542222217,SEATED
-7.069295406341553,-3.675076484680176,-5.983851432800293,-0.014278554357588291,0.01725643500685692,0.08704573661088943,1657542222217,SEATED
-7.081259727478027,-3.6559338569641113,-6.014957904815674,-0.016721943393349648,0.025197450071573257,0.08948912471532822,1657542222231,SEATED
-7.100401878356934,-3.596113443374634,-6.017350673675537,-0.016721943393349648,0.027029991149902344,0.08826743066310883,1657542222232,SEATED
-7.126723289489746,-3.536292791366577,-6.002993583679199,-0.010613471269607544,0.019088976085186005,0.08276980370283127,1657542222282,SEATED
-7.198507785797119,-3.5075788497924805,-5.950052738189697,0.005268557462841272,-0.004123218823224306,0.07605048269033432,1657542222283,SEATED
-7.193722248077393,-3.4764721393585205,-5.8974103927612305,0.03458922728896141,-0.03771981969475746,0.0791047215461731,1657542222283,SEATED
-7.105187892913818,-3.4286158084869385,-5.930910110473633,0.06818582862615585,-0.06581879407167435,0.08643488585948944,1657542222283,SEATED
-7.086045265197754,-3.3903305530548096,-5.856732368469238,0.09628479927778244,-0.08047912269830704,0.08826743066310883,1657542222284,SEATED
-7.107580661773682,-3.344866991043091,-5.8351969718933105,0.11827529966831207,-0.08780929446220398,0.08643488585948944,1657542222284,SEATED
-7.217650413513184,-3.3329029083251953,-5.820840358734131,0.13293562829494476,-0.10246963053941727,0.08154810965061188,1657542222307,SEATED
-7.3037919998168945,-3.3113675117492676,-5.909374713897705,0.13293562829494476,-0.10857810080051422,0.0778830274939537,1657542222308,SEATED
-7.241578578948975,-3.323331594467163,-6.153741836547852,0.1139993667602539,-0.11346487700939178,0.0662769302725792,1657542222313,SEATED
-7.205686092376709,-3.3113675117492676,-6.041278839111328,0.09139802306890488,-0.14522893726825714,0.04489727318286896,1657542222325,SEATED
-7.394719123840332,-3.28983211517334,-5.828018665313721,0.08467870205640793,-0.17149536311626434,0.02473931387066841,1657542222336,SEATED
-7.2559356689453125,-3.3592238426208496,-5.533701419830322,0.08590039610862732,-0.15378080308437347,0.007559234742075205,1657542222344,SEATED
-7.3277201652526855,-3.4908292293548584,-5.1529436111450195,0.12988139688968658,-0.1769929975271225,-0.019318044185638428,1657542222355,SEATED
-7.5406813621521,-3.533900022506714,-5.062016487121582,0.19524206221103668,-0.17393875122070312,-0.032756682485342026,1657542222364,SEATED
